body_abs,body_att,body_def,body_land,clinch_abs,clinch_att,clinch_def,clinch_land,date,decision_method,distance_abs,distance_att,distance_def,distance_land,fight_duration_lastrnd,fight_duration_lastrnd_time,fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,fighter_id,fighter_name,fighter_status,ground_abs,ground_att,ground_def,ground_land,head_abs,head_att,head_def,head_land,kd,leg_abs,leg_att,leg_def,leg_land,location,n_pass,n_rev,n_sub,sig_str_abs,sig_str_att,sig_str_def,sig_str_land,td_abs,td_att,td_def,td_land,time_format,total_str_abs,total_str_att,total_str_def,total_str_land,weight_class,winner
"[13, 3]","[5, 18]","[5, 2]","[3, 13]","[14, 7]","[12, 20]","[6, 5]","[7, 14]","March 26, 2011",KO/TKO,"[22, 18]","[40, 51]","[29, 22]","[18, 22]",2,3:27,de78bdd8c734e8ab,DaMarques Johnson,322a56923b396b4d,Amir Sadollah,2650e2f846a30f64,"322a56923b396b4d,2650e2f846a30f64","DaMarques Johnson,Amir Sadollah","L,W","[26, 2]","[5, 46]","[20, 3]","[2, 26]","[44, 23]","[51, 93]","[49, 28]","[23, 44]","[0, 0]","[5, 1]","[1, 6]","[1, 0]","[1, 5]","Seattle, Washington, USA","[0, 0]","[155, 191]","[0, 0]","[62, 27]","[57, 117]","[55, 30]","[27, 62]","[2, 2]","[4, 2]","[0, 2]","[2, 2]",3 Rnd (5-5-5),"[75, 31]","[63, 134]","[59, 32]","[31, 75]",Welterweight Bout,Amir Sadollah
"[1, 0]","[0, 2]","[1, 0]","[0, 1]","[1, 4]","[5, 3]","[2, 1]","[4, 1]","March 26, 2011",Decision - Unanimous,"[1, 3]","[5, 10]","[9, 2]","[3, 1]",3,5:00,60f3232bc7a73b15,Anthony Johnson,365fee2da473b177,Dan Hardy,473ce3aa581251a2,"365fee2da473b177,473ce3aa581251a2","Anthony Johnson,Dan Hardy","W,L","[0, 13]","[26, 0]","[0, 13]","[13, 0]","[1, 17]","[32, 10]","[9, 15]","[17, 1]","[1, 0]","[0, 3]","[4, 1]","[1, 1]","[3, 0]","Seattle, Washington, USA","[0, 0]","[765, 0]","[2, 3]","[2, 20]","[36, 13]","[11, 16]","[20, 2]","[0, 4]","[5, 1]","[1, 1]","[4, 0]",3 Rnd (5-5-5),"[10, 107]","[135, 21]","[11, 28]","[107, 10]",Welterweight Bout,Anthony Johnson
"[0, 16]","[23, 1]","[1, 7]","[16, 0]","[0, 5]","[6, 0]","[0, 1]","[5, 0]","March 26, 2011",Decision - Unanimous,"[8, 17]","[65, 54]","[46, 48]","[17, 8]",3,5:00,28b405fe1552ccad,Phil Davis,902ab9197b83d0db,Rogerio Nogueira,73e09f837f3b5ecc,"902ab9197b83d0db,73e09f837f3b5ecc","Phil Davis,Rogerio Nogueira","W,L","[0, 20]","[30, 0]","[0, 10]","[20, 0]","[7, 18]","[67, 52]","[45, 49]","[18, 7]","[0, 0]","[1, 8]","[11, 1]","[0, 3]","[8, 1]","Seattle, Washington, USA","[0, 0]","[369, 0]","[0, 0]","[8, 42]","[101, 54]","[46, 59]","[42, 8]","[0, 4]","[11, 0]","[0, 7]","[4, 0]",3 Rnd (5-5-5),"[16, 72]","[143, 68]","[52, 71]","[72, 16]",Light Heavyweight Bout,Phil Davis
"[4, 8]","[9, 5]","[1, 1]","[8, 4]","[9, 6]","[7, 9]","[0, 1]","[6, 9]","March 19, 2011",Decision - Unanimous,"[11, 15]","[40, 35]","[24, 25]","[15, 11]",3,5:00,560cec2acc9b0a13,Constantinos Philippou,05560764359161e4,Nick Catone,f8fe2053d73d7bcf,"05560764359161e4,f8fe2053d73d7bcf","Constantinos Philippou,Nick Catone","L,W","[11, 2]","[2, 15]","[4, 0]","[2, 11]","[22, 13]","[38, 47]","[25, 25]","[13, 22]","[0, 0]","[5, 2]","[2, 7]","[2, 0]","[2, 5]","Newark, New Jersey, USA","[0, 0]","[0, 518]","[0, 0]","[31, 23]","[49, 59]","[28, 26]","[23, 31]","[3, 0]","[0, 8]","[5, 0]","[0, 3]",3 Rnd (5-5-5),"[79, 44]","[77, 116]","[37, 33]","[44, 79]",Catch Weight Bout,Nick Catone
"[11, 25]","[36, 12]","[1, 11]","[25, 11]","[4, 5]","[5, 8]","[4, 0]","[5, 4]","March 19, 2011",Decision - Unanimous,"[39, 41]","[109, 79]","[40, 68]","[41, 39]",3,5:00,04193f1fff93ddb1,Joseph Benavidez,80eacd4da0617c57,Ian Loveland,eea0274e153256a0,"80eacd4da0617c57,eea0274e153256a0","Joseph Benavidez,Ian Loveland","W,L","[2, 2]","[4, 3]","[1, 2]","[2, 2]","[32, 18]","[72, 76]","[44, 54]","[18, 32]","[0, 0]","[2, 5]","[10, 2]","[0, 5]","[5, 2]","Newark, New Jersey, USA","[0, 0]","[227, 15]","[0, 0]","[45, 48]","[118, 90]","[45, 70]","[48, 45]","[0, 5]","[17, 1]","[1, 12]","[5, 0]",3 Rnd (5-5-5),"[50, 70]","[147, 98]","[48, 77]","[70, 50]",Bantamweight Bout,Joseph Benavidez
"[15, 12]","[12, 16]","[1, 0]","[12, 15]","[5, 6]","[7, 8]","[3, 1]","[6, 5]","March 19, 2011",Decision - Split,"[37, 31]","[103, 92]","[55, 72]","[31, 37]",3,5:00,e595cb4bfc26193b,Kurt Pellegrino,aa1952ec0b3dd8e1,Gleison Tibau,75e5fec9f72910ef,"aa1952ec0b3dd8e1,75e5fec9f72910ef","Kurt Pellegrino,Gleison Tibau","L,W","[2, 10]","[10, 3]","[1, 0]","[10, 2]","[29, 30]","[103, 87]","[58, 73]","[30, 29]","[0, 0]","[0, 5]","[5, 0]","[0, 0]","[5, 0]","Newark, New Jersey, USA","[0, 0]","[189, 172]","[0, 0]","[44, 47]","[120, 103]","[59, 73]","[47, 44]","[2, 1]","[6, 7]","[5, 5]","[1, 2]",3 Rnd (5-5-5),"[81, 97]","[171, 149]","[68, 74]","[97, 81]",Lightweight Bout,Gleison Tibau
"[16, 20]","[22, 18]","[2, 2]","[20, 16]","[14, 8]","[10, 15]","[1, 2]","[8, 14]","March 19, 2011",Decision - Unanimous,"[21, 33]","[67, 57]","[36, 34]","[33, 21]",3,5:00,a8cf22bc7d05c0a1,Ricardo Almeida,91186547a7f3f758,Mike Pyle,f5990c11974d8e9c,"91186547a7f3f758,f5990c11974d8e9c","Ricardo Almeida,Mike Pyle","L,W","[1, 7]","[7, 1]","[0, 0]","[7, 1]","[12, 13]","[39, 44]","[32, 26]","[13, 12]","[0, 0]","[8, 15]","[23, 11]","[3, 8]","[15, 8]","Newark, New Jersey, USA","[0, 0]","[312, 55]","[0, 1]","[36, 48]","[84, 73]","[37, 36]","[48, 36]","[1, 1]","[18, 3]","[2, 17]","[1, 1]",3 Rnd (5-5-5),"[77, 66]","[103, 120]","[43, 37]","[66, 77]",Welterweight Bout,Mike Pyle
"[16, 10]","[15, 35]","[19, 5]","[10, 16]","[2, 2]","[4, 5]","[3, 2]","[2, 2]","March 19, 2011",Decision - Unanimous,"[66, 44]","[147, 175]","[109, 103]","[44, 66]",3,5:00,42e7cc48c31d8f29,Edson Barboza,64a50dad704d1d49,Anthony Njokuani,6bf5a7d3e081ade2,"64a50dad704d1d49,6bf5a7d3e081ade2","Edson Barboza,Anthony Njokuani","W,L","[4, 0]","[0, 8]","[4, 0]","[0, 4]","[34, 26]","[117, 124]","[90, 91]","[26, 34]","[0, 0]","[22, 10]","[19, 29]","[7, 9]","[10, 22]","Newark, New Jersey, USA","[0, 0]","[45, 28]","[0, 0]","[72, 46]","[151, 188]","[116, 105]","[46, 72]","[1, 2]","[2, 1]","[0, 0]","[2, 1]",3 Rnd (5-5-5),"[78, 48]","[153, 194]","[116, 105]","[48, 78]",Lightweight Bout,Edson Barboza
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 19, 2011",KO/TKO,"[2, 5]","[14, 7]","[5, 9]","[5, 2]",1,2:15,e1563825c36aad26,Luiz Cane,24b033b3daf1c9df,Eliot Marshall,a08d909a5be6f410,"24b033b3daf1c9df,a08d909a5be6f410","Luiz Cane,Eliot Marshall","W,L","[0, 24]","[49, 0]","[0, 25]","[24, 0]","[2, 27]","[61, 7]","[5, 34]","[27, 2]","[1, 0]","[0, 2]","[2, 0]","[0, 0]","[2, 0]","Newark, New Jersey, USA","[0, 0]","[59, 0]","[0, 0]","[2, 29]","[63, 7]","[5, 34]","[29, 2]","[0, 0]","[0, 2]","[2, 0]","[0, 0]",3 Rnd (5-5-5),"[2, 33]","[72, 7]","[5, 39]","[33, 2]",Light Heavyweight Bout,Luiz Cane
"[16, 8]","[11, 22]","[6, 3]","[8, 16]","[22, 15]","[20, 30]","[8, 5]","[15, 22]","March 19, 2011",KO/TKO,"[3, 5]","[18, 28]","[25, 13]","[5, 3]",3,3:44,077667e3aaf314db,Mirko Filipovic,c32fb8c0f6471a4d,Brendan Schaub,89a407032911e27e,"c32fb8c0f6471a4d,89a407032911e27e","Mirko Filipovic,Brendan Schaub","L,W","[15, 1]","[1, 25]","[10, 0]","[1, 15]","[23, 12]","[26, 60]","[37, 14]","[12, 23]","[0, 1]","[1, 1]","[2, 1]","[0, 1]","[1, 1]","Newark, New Jersey, USA","[0, 0]","[110, 417]","[0, 0]","[40, 21]","[39, 83]","[43, 18]","[21, 40]","[4, 0]","[0, 8]","[4, 0]","[0, 4]",3 Rnd (5-5-5),"[109, 52]","[71, 156]","[47, 19]","[52, 109]",Heavyweight Bout,Brendan Schaub
"[2, 2]","[3, 3]","[1, 1]","[2, 2]","[3, 2]","[4, 3]","[0, 2]","[2, 3]","March 19, 2011",Decision - Unanimous,"[24, 8]","[34, 49]","[25, 26]","[8, 24]",3,5:00,376beb49aadb06d6,Dan Miller,d0c29452d3272603,Nate Marquardt,a8e6a69796280f17,"d0c29452d3272603,a8e6a69796280f17","Dan Miller,Nate Marquardt","L,W","[20, 0]","[0, 26]","[6, 0]","[0, 20]","[41, 7]","[33, 71]","[30, 26]","[7, 41]","[0, 0]","[4, 1]","[2, 4]","[0, 1]","[1, 4]","Newark, New Jersey, USA","[0, 0]","[119, 438]","[2, 0]","[47, 10]","[38, 78]","[31, 28]","[10, 47]","[3, 2]","[6, 3]","[0, 4]","[2, 3]",3 Rnd (5-5-5),"[75, 36]","[65, 110]","[35, 29]","[36, 75]",Middleweight Bout,Nate Marquardt
"[6, 9]","[15, 8]","[2, 6]","[9, 6]","[0, 5]","[8, 1]","[1, 3]","[5, 0]","March 19, 2011",KO/TKO,"[25, 30]","[114, 128]","[103, 84]","[30, 25]",3,2:15,2a28ce0035468735,Jim Miller,d1941565abf50b16,Kamal Shalorus,ece280745f8727b8,"d1941565abf50b16,ece280745f8727b8","Jim Miller,Kamal Shalorus","W,L","[1, 8]","[9, 1]","[0, 1]","[8, 1]","[14, 30]","[111, 114]","[100, 81]","[30, 14]","[1, 0]","[6, 4]","[5, 8]","[2, 1]","[4, 6]","Newark, New Jersey, USA","[0, 0]","[206, 60]","[2, 0]","[26, 43]","[131, 130]","[104, 88]","[43, 26]","[1, 1]","[1, 3]","[2, 0]","[1, 1]",3 Rnd (5-5-5),"[34, 76]","[172, 138]","[104, 96]","[76, 34]",Lightweight Bout,Jim Miller
"[1, 12]","[19, 2]","[1, 7]","[12, 1]","[3, 6]","[6, 4]","[1, 0]","[6, 3]","March 19, 2011",Decision - Unanimous,"[7, 24]","[56, 64]","[57, 32]","[24, 7]",3,5:00,dd3ea525fe1898f1,Urijah Faber,78114b7199cef90c,Eddie Wineland,fc9a9559a05f2704,"78114b7199cef90c,fc9a9559a05f2704","Urijah Faber,Eddie Wineland","W,L","[1, 19]","[48, 3]","[2, 29]","[19, 1]","[8, 36]","[89, 65]","[57, 53]","[36, 8]","[0, 0]","[2, 1]","[2, 4]","[2, 1]","[1, 2]","Newark, New Jersey, USA","[0, 0]","[306, 103]","[0, 0]","[11, 49]","[110, 71]","[60, 61]","[49, 11]","[1, 2]","[11, 3]","[2, 9]","[2, 1]",3 Rnd (5-5-5),"[21, 61]","[122, 81]","[60, 61]","[61, 21]",Bantamweight Bout,Urijah Faber
"[15, 2]","[7, 18]","[3, 5]","[2, 15]","[10, 1]","[4, 12]","[2, 3]","[1, 10]","March 19, 2011",KO/TKO,"[26, 8]","[36, 50]","[24, 28]","[8, 26]",3,2:37,dc2a3aeac1441991,Mauricio Rua,140745cbbcb023ac,Jon Jones,07f72a2a7591b409,"140745cbbcb023ac,07f72a2a7591b409","Mauricio Rua,Jon Jones","L,W","[39, 0]","[0, 51]","[12, 0]","[0, 39]","[50, 6]","[32, 83]","[33, 26]","[6, 50]","[0, 1]","[10, 1]","[1, 12]","[2, 0]","[1, 10]","Newark, New Jersey, USA","[0, 0]","[5, 470]","[0, 0]","[75, 9]","[40, 113]","[38, 31]","[9, 75]","[3, 0]","[0, 3]","[0, 0]","[0, 3]",5 Rnd (5-5-5-5-5),"[102, 11]","[42, 142]","[40, 31]","[11, 102]",UFC Light Heavyweight Title Bout,Jon Jones
"[0, 2]","[3, 0]","[0, 1]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","March 03, 2011",Submission,"[2, 3]","[16, 3]","[1, 13]","[3, 2]",2,1:44,1fa6d636d283ac84,David Branch,d2c55d1d2e67773b,Rousimar Palhares,8ddf9c51c5fdea75,"d2c55d1d2e67773b,8ddf9c51c5fdea75","David Branch,Rousimar Palhares","L,W","[0, 3]","[7, 0]","[0, 4]","[3, 0]","[2, 2]","[18, 2]","[0, 16]","[2, 2]","[0, 0]","[0, 2]","[2, 1]","[1, 0]","[2, 0]","Louisville, Kentucky, USA","[0, 0]","[199, 26]","[0, 3]","[2, 6]","[23, 3]","[1, 17]","[6, 2]","[0, 1]","[1, 2]","[2, 0]","[1, 0]",3 Rnd (5-5-5),"[4, 17]","[35, 5]","[1, 18]","[17, 4]",Middleweight Bout,Rousimar Palhares
"[9, 0]","[0, 9]","[0, 0]","[0, 9]","[0, 0]","[2, 0]","[0, 2]","[0, 0]","March 03, 2011",KO/TKO,"[8, 1]","[12, 14]","[6, 11]","[1, 8]",2,4:47,de2513c984996c8c,Rob Kimmons,054defd5420a551f,Dongi Yang,aed06011bf62237b,"054defd5420a551f,aed06011bf62237b","Rob Kimmons,Dongi Yang","L,W","[49, 0]","[1, 57]","[8, 1]","[0, 49]","[46, 1]","[15, 60]","[14, 14]","[1, 46]","[0, 1]","[2, 0]","[0, 2]","[0, 0]","[0, 2]","Louisville, Kentucky, USA","[0, 1]","[20, 497]","[0, 2]","[57, 1]","[15, 71]","[14, 14]","[1, 57]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",3 Rnd (5-5-5),"[145, 19]","[33, 181]","[36, 14]","[19, 145]",Middleweight Bout,Dongi Yang
"[15, 7]","[7, 16]","[1, 0]","[7, 15]","[17, 5]","[6, 19]","[2, 1]","[5, 17]","March 03, 2011",Decision - Split,"[49, 30]","[75, 123]","[74, 45]","[30, 49]",3,5:00,d59b40be94d5a609,Takeya Mizugaki,48e093ea1f43a053,Reuben Duran,4417980b3e798abf,"48e093ea1f43a053,4417980b3e798abf","Takeya Mizugaki,Reuben Duran","W,L","[1, 8]","[11, 1]","[0, 3]","[8, 1]","[43, 20]","[60, 118]","[75, 40]","[20, 43]","[0, 0]","[9, 16]","[25, 9]","[0, 9]","[16, 9]","Louisville, Kentucky, USA","[0, 0]","[254, 60]","[0, 0]","[67, 43]","[92, 143]","[76, 49]","[43, 67]","[0, 4]","[4, 2]","[2, 0]","[4, 0]",3 Rnd (5-5-5),"[105, 77]","[133, 186]","[81, 56]","[77, 105]",Bantamweight Bout,Takeya Mizugaki
"[4, 6]","[13, 13]","[9, 7]","[6, 4]","[1, 1]","[3, 1]","[0, 2]","[1, 1]","March 03, 2011",KO/TKO,"[23, 21]","[67, 103]","[80, 46]","[21, 23]",2,1:28,16b0e962beb6d15e,Thiago Tavares,8a59d346dc976a10,Shane Roller,75e0d3cc2262b732,"8a59d346dc976a10,75e0d3cc2262b732","Thiago Tavares,Shane Roller","L,W","[2, 0]","[0, 2]","[0, 0]","[0, 2]","[13, 13]","[54, 82]","[69, 41]","[13, 13]","[0, 1]","[9, 3]","[3, 11]","[2, 0]","[3, 9]","Louisville, Kentucky, USA","[0, 0]","[29, 12]","[0, 0]","[26, 22]","[70, 106]","[80, 48]","[22, 26]","[0, 1]","[1, 1]","[1, 0]","[1, 0]",3 Rnd (5-5-5),"[26, 23]","[71, 106]","[80, 48]","[23, 26]",Lightweight Bout,Shane Roller
"[17, 3]","[5, 17]","[0, 2]","[3, 17]","[12, 3]","[4, 17]","[5, 1]","[3, 12]","March 03, 2011",Decision - Unanimous,"[28, 8]","[40, 71]","[43, 32]","[8, 28]",3,5:00,bbbb4c62c35f5390,Joe Stevenson,79899ecf62020f6d,Danny Castillo,d1e7fc58d4225cdf,"79899ecf62020f6d,d1e7fc58d4225cdf","Joe Stevenson,Danny Castillo","L,W","[15, 1]","[1, 15]","[0, 0]","[1, 15]","[30, 9]","[39, 78]","[48, 30]","[9, 30]","[0, 0]","[8, 0]","[1, 8]","[0, 1]","[0, 8]","Louisville, Kentucky, USA","[0, 0]","[223, 313]","[4, 0]","[55, 12]","[45, 103]","[48, 33]","[12, 55]","[5, 2]","[6, 11]","[6, 4]","[2, 5]",3 Rnd (5-5-5),"[82, 21]","[55, 132]","[50, 34]","[21, 82]",Lightweight Bout,Danny Castillo
"[30, 13]","[23, 33]","[3, 10]","[13, 30]","[12, 2]","[2, 14]","[2, 0]","[2, 12]","March 03, 2011",Decision - Unanimous,"[125, 25]","[101, 174]","[49, 76]","[25, 125]",3,5:00,67afd8e69820ffa0,Steve Cantwell,f1f9e48a0d150757,Cyrille Diabate,43563a32c3f10e95,"f1f9e48a0d150757,43563a32c3f10e95","Steve Cantwell,Cyrille Diabate","L,W","[9, 1]","[2, 10]","[1, 1]","[1, 9]","[90, 6]","[72, 136]","[46, 66]","[6, 90]","[0, 1]","[26, 9]","[10, 29]","[3, 1]","[9, 26]","Louisville, Kentucky, USA","[0, 0]","[85, 97]","[0, 0]","[146, 28]","[105, 198]","[52, 77]","[28, 146]","[1, 1]","[7, 1]","[0, 6]","[1, 1]",3 Rnd (5-5-5),"[170, 33]","[112, 225]","[55, 79]","[33, 170]",Light Heavyweight Bout,Cyrille Diabate
"[2, 2]","[4, 3]","[1, 2]","[2, 2]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","March 03, 2011",Submission,"[16, 16]","[50, 48]","[32, 34]","[16, 16]",1,3:30,f06030bf27ebe337,Brian Bowles,b26d3e3746fb4024,Damacio Page,c96e2ae6021144a1,"b26d3e3746fb4024,c96e2ae6021144a1","Brian Bowles,Damacio Page","W,L","[0, 3]","[11, 0]","[0, 8]","[3, 0]","[8, 17]","[57, 37]","[29, 40]","[17, 8]","[0, 0]","[7, 0]","[0, 9]","[2, 0]","[0, 7]","Louisville, Kentucky, USA","[0, 0]","[8, 18]","[1, 0]","[17, 19]","[61, 49]","[32, 42]","[19, 17]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",3 Rnd (5-5-5),"[18, 20]","[62, 50]","[32, 42]","[20, 18]",Bantamweight Bout,Brian Bowles
"[0, 11]","[15, 0]","[0, 4]","[11, 0]","[2, 5]","[8, 7]","[5, 3]","[5, 2]","March 03, 2011",Decision - Unanimous,"[25, 20]","[60, 72]","[47, 40]","[20, 25]",3,5:00,4186686dbd9957cd,Alessio Sakara,7f955f71fa2ce7ac,Chris Weidman,3a8176e15b9887c1,"7f955f71fa2ce7ac,3a8176e15b9887c1","Alessio Sakara,Chris Weidman","L,W","[18, 2]","[3, 26]","[8, 1]","[2, 18]","[39, 11]","[50, 99]","[60, 39]","[11, 39]","[0, 0]","[6, 5]","[6, 6]","[0, 1]","[5, 6]","Louisville, Kentucky, USA","[1, 0]","[3, 479]","[0, 0]","[45, 27]","[71, 105]","[60, 44]","[27, 45]","[5, 0]","[0, 8]","[3, 0]","[0, 5]",3 Rnd (5-5-5),"[98, 34]","[79, 171]","[73, 45]","[34, 98]",Middleweight Bout,Chris Weidman
"[0, 1]","[2, 0]","[0, 1]","[1, 0]","[1, 0]","[0, 2]","[1, 0]","[0, 1]","March 03, 2011",KO/TKO,"[1, 1]","[4, 3]","[2, 3]","[1, 1]",1,0:54,08602f790f09d949,CB Dollaway,5d7bdab5e03e3216,Mark Munoz,179f1948dc234f1f,"5d7bdab5e03e3216,179f1948dc234f1f","CB Dollaway,Mark Munoz","L,W","[2, 1]","[1, 2]","[0, 0]","[1, 2]","[4, 0]","[2, 7]","[3, 2]","[0, 4]","[0, 1]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","Louisville, Kentucky, USA","[0, 0]","[12, 5]","[0, 0]","[4, 2]","[5, 7]","[3, 3]","[2, 4]","[0, 1]","[1, 0]","[0, 0]","[1, 0]",3 Rnd (5-5-5),"[4, 2]","[5, 7]","[3, 3]","[2, 4]",Middleweight Bout,Mark Munoz
"[4, 8]","[14, 7]","[3, 6]","[8, 4]","[18, 20]","[49, 32]","[14, 29]","[20, 18]","March 03, 2011",Decision - Unanimous,"[59, 31]","[153, 168]","[109, 122]","[31, 59]",3,5:00,42536a8cf2eda678,Diego Sanchez,82e7929bf6c2b689,Martin Kampmann,8b69839f3555a67b,"82e7929bf6c2b689,8b69839f3555a67b","Diego Sanchez,Martin Kampmann","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[72, 41]","[186, 192]","[120, 145]","[41, 72]","[0, 1]","[1, 2]","[2, 1]","[0, 0]","[2, 1]","Louisville, Kentucky, USA","[0, 0]","[98, 22]","[0, 0]","[77, 51]","[202, 200]","[123, 151]","[51, 77]","[0, 1]","[15, 0]","[0, 14]","[1, 0]",3 Rnd (5-5-5),"[79, 51]","[202, 202]","[123, 151]","[51, 79]",Welterweight Bout,Diego Sanchez
"[1, 0]","[2, 1]","[0, 2]","[0, 1]","[1, 1]","[2, 1]","[0, 1]","[1, 1]","February 26, 2011",KO/TKO,"[7, 13]","[41, 35]","[28, 28]","[13, 7]",2,1:41,6ac1478baeddaae8,Mark Hunt,eef9b891edbd4604,Chris Tuchscherer,df05aa15b2d66f57,"eef9b891edbd4604,df05aa15b2d66f57","Mark Hunt,Chris Tuchscherer","W,L","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[8, 14]","[41, 36]","[28, 27]","[14, 8]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Sydney, New South Wales, Australia","[0, 0]","[2, 105]","[0, 0]","[9, 14]","[43, 37]","[28, 29]","[14, 9]","[1, 0]","[0, 4]","[3, 0]","[0, 1]",3 Rnd (5-5-5),"[22, 24]","[56, 52]","[30, 32]","[24, 22]",Heavyweight Bout,Mark Hunt
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","February 26, 2011",Submission,"[2, 4]","[10, 5]","[3, 6]","[4, 2]",1,0:48,5b6796a9194d339b,Zhang Tiequan,c23e3d4875340d8d,Jason Reinhardt,02500fb9fd79a974,"c23e3d4875340d8d,02500fb9fd79a974","Zhang Tiequan,Jason Reinhardt","W,L","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 4]","[11, 5]","[4, 7]","[4, 1]","[0, 0]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","Sydney, New South Wales, Australia","[0, 0]","[0, 9]","[1, 0]","[2, 4]","[11, 6]","[4, 7]","[4, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",3 Rnd (5-5-5),"[2, 4]","[11, 6]","[4, 7]","[4, 2]",Featherweight Bout,Zhang Tiequan
"[0, 1]","[1, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","February 26, 2011",Submission,"[3, 4]","[9, 6]","[3, 5]","[4, 3]",1,2:45,e4b5f0358ce7bad4,Tom Blackledge,2adb11835acd815b,Anthony Perosh,4b4753d19489297f,"2adb11835acd815b,4b4753d19489297f","Tom Blackledge,Anthony Perosh","L,W","[4, 4]","[4, 7]","[3, 0]","[4, 4]","[7, 6]","[11, 13]","[6, 5]","[6, 7]","[0, 0]","[0, 1]","[1, 0]","[0, 0]","[1, 0]","Sydney, New South Wales, Australia","[0, 0]","[9, 68]","[0, 1]","[7, 8]","[13, 13]","[6, 5]","[8, 7]","[1, 0]","[0, 4]","[3, 0]","[0, 1]",3 Rnd (5-5-5),"[11, 8]","[13, 18]","[7, 5]","[8, 11]",Light Heavyweight Bout,Anthony Perosh
"[4, 6]","[7, 7]","[3, 1]","[6, 4]","[8, 5]","[6, 12]","[4, 1]","[5, 8]","February 26, 2011",Decision - Unanimous,"[19, 36]","[119, 68]","[49, 83]","[36, 19]",3,5:00,ae07b35f2797242e,Nick Ring,b13da0b1a3aed3e7,Riki Fukuda,7c35f869033901ae,"b13da0b1a3aed3e7,7c35f869033901ae","Nick Ring,Riki Fukuda","W,L","[1, 0]","[0, 2]","[1, 0]","[0, 1]","[20, 13]","[82, 68]","[48, 69]","[13, 20]","[0, 0]","[4, 22]","[36, 7]","[3, 14]","[22, 4]","Sydney, New South Wales, Australia","[0, 0]","[4, 292]","[0, 0]","[28, 41]","[125, 82]","[54, 84]","[41, 28]","[6, 0]","[1, 9]","[3, 1]","[0, 6]",3 Rnd (5-5-5),"[65, 46]","[130, 121]","[56, 84]","[46, 65]",Middleweight Bout,Nick Ring
"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","February 26, 2011",Submission,"[0, 0]","[3, 0]","[0, 3]","[0, 0]",1,4:27,fec8b9760d6bb235,Alexander Gustafsson,3c6976f8182d9527,James Te Huna,f5431394fb284bb9,"3c6976f8182d9527,f5431394fb284bb9","Alexander Gustafsson,James Te Huna","W,L","[6, 4]","[6, 6]","[0, 2]","[4, 6]","[6, 4]","[9, 6]","[0, 5]","[4, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","Sydney, New South Wales, Australia","[0, 0]","[57, 175]","[2, 0]","[6, 4]","[9, 6]","[0, 5]","[4, 6]","[1, 1]","[2, 4]","[3, 1]","[1, 1]",3 Rnd (5-5-5),"[34, 17]","[22, 34]","[0, 5]","[17, 34]",Light Heavyweight Bout,Alexander Gustafsson
"[4, 10]","[23, 8]","[4, 13]","[10, 4]","[4, 8]","[12, 8]","[4, 4]","[8, 4]","February 26, 2011",Decision - Unanimous,"[33, 50]","[180, 142]","[109, 130]","[50, 33]",3,5:00,72372c31dee3cadc,Ross Pearson,4f732e58ed907eff,Spencer Fisher,f34312c2ccfa0e00,"4f732e58ed907eff,f34312c2ccfa0e00","Ross Pearson,Spencer Fisher","W,L","[1, 1]","[6, 1]","[0, 5]","[1, 1]","[21, 38]","[158, 128]","[107, 120]","[38, 21]","[0, 0]","[13, 11]","[17, 15]","[2, 6]","[11, 13]","Sydney, New South Wales, Australia","[0, 0]","[116, 32]","[0, 0]","[38, 59]","[198, 151]","[113, 139]","[59, 38]","[1, 3]","[6, 1]","[0, 3]","[3, 1]",3 Rnd (5-5-5),"[43, 69]","[210, 156]","[113, 141]","[69, 43]",Lightweight Bout,Ross Pearson
